Name,Image URL,Product URL,Price,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
Intel Core i9-9900K,//cdna.pcpartpicker.com/static/forever/images/product/76f85d74fb4d0e2cc31f940bee5905c4.256p.jpg,https://pcpartpicker.com/product/jHZFf7/intel-core-i9-9900k-36ghz-8-core-processor-bx80684i99900k,$405.00 ,Intel,BX80684I99900K,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,3.6 GHz,5 GHz,,,2 MB,16 MB,95 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 5 7500F,//cdna.pcpartpicker.com/static/forever/images/product/521c4c2de515ace1e8bb11575e797393.256p.jpg,https://pcpartpicker.com/product/ms4Zxr/amd-ryzen-5-7500f-37-ghz-6-core-oemtray-processor-100-000000597,,AMD,100-000000597,AMD Ryzen 5,Zen 4,Raphael,AM5,6,3.7 GHz,5 GHz,,,6 MB,32 MB,65 W,None,128 GB,Yes,No,OEM/Tray,5 nm,No,Yes
Intel Core i3-14100F,//cdna.pcpartpicker.com/static/forever/images/product/874cc0e600bde06d75755309677a87e2.256p.jpg,https://pcpartpicker.com/product/R7qrxr/intel-core-i3-14100f-35-ghz-quad-core-processor-bx8071514100f,$119.98 ,Intel,BX8071514100F,Intel Core i3,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,4,3.5 GHz,4.7 GHz,,,5 MB,12 MB,58 W,None,192 GB,Yes,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i7-10700K,//cdna.pcpartpicker.com/static/forever/images/product/6a40f9732bef504af112c33a980482b2.256p.jpg,https://pcpartpicker.com/product/yhxbt6/intel-core-i7-10700k-38-ghz-8-core-processor-bx8070110700k,$247.25 ,Intel,BX8070110700K,Intel Core i7,Comet Lake,Comet Lake,LGA1200,8,3.8 GHz,5.1 GHz,,,2 MB,16 MB,125 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i5-11400F,//cdna.pcpartpicker.com/static/forever/images/product/1cd42b90d913aa4fe2338eb376fd3e2d.256p.jpg,https://pcpartpicker.com/product/qp2WGX/intel-core-i5-11400f-26-ghz-6-core-processor-bx8070811400f,$115.98 ,Intel,BX8070811400F,Intel Core i5,Rocket Lake,Rocket Lake-S,LGA1200,6,2.6 GHz,4.4 GHz,,,3 MB,12 MB,65 W,None,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 9 3900X,//cdna.pcpartpicker.com/static/forever/images/product/14adcd1fc88ebf386b746037c966b6af.256p.jpg,https://pcpartpicker.com/product/tLCD4D/amd-ryzen-9-3900x-36-ghz-12-core-processor-100-100000023box,$395.00 ,AMD,"Ryzen 9 3900X, 100-100000023BOX",AMD Ryzen 9,Zen 2,Matisse,AM4,12,3.8 GHz,4.6 GHz,,,6 MB,64 MB,105 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i5-13500,//cdna.pcpartpicker.com/static/forever/images/product/6afcbca8a6703a4c42dba3d6c4720724.256p.jpg,https://pcpartpicker.com/product/mtmmP6/intel-core-i5-13500-25-ghz-14-core-processor-bx8071513500,$244.85 ,Intel,BX8071513500,Intel Core i5,Raptor Lake,Raptor Lake,LGA1700,14,2.5 GHz,4.8 GHz,1.8 GHz,3.5 GHz,11.5 MB,24 MB,65 W,Intel UHD Graphics 770,192 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i9-12900KF,//cdna.pcpartpicker.com/static/forever/images/product/c3d3a6843e0c0a5d98155e9fa68c092c.256p.jpg,https://pcpartpicker.com/product/2sstt6/intel-core-i9-12900kf-32-ghz-8-core-processor-bx8071512900kf,$272.98 ,Intel,BX8071512900KF,Intel Core i9,Alder Lake,Alder Lake,LGA1700,16,3.2 GHz,5.2 GHz,2.4 GHz,3.9 GHz,14 MB,30 MB,125 W,None,128 GB,No,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i7-12700F,//cdna.pcpartpicker.com/static/forever/images/product/1d6c5691988047da895d68961c33fe95.256p.jpg,https://pcpartpicker.com/product/LT3gXL/intel-core-i7-12700f-21-ghz-12-core-processor-bx8071512700f,$249.99 ,Intel,BX8071512700F,Intel Core i7,Alder Lake,Alder Lake,LGA1700,12,2.1 GHz,4.9 GHz,1.6 GHz,3.6 GHz,12 MB,25 MB,65 W,None,128 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i3-13100F,//cdna.pcpartpicker.com/static/forever/images/product/735d84f17256242adcfad88d56d590bf.256p.jpg,https://pcpartpicker.com/product/9MGbt6/intel-core-i3-13100f-34-ghz-quad-core-processor-bx8071513100f,$109.99 ,Intel,BX8071513100F,Intel Core i3,Raptor Lake,Raptor Lake,LGA1700,4,3.4 GHz,4.5 GHz,,,5 MB,12 MB,58 W,None,192 GB,No,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i5-9400F,//cdna.pcpartpicker.com/static/forever/images/product/3b2d769c28b9890779f87a7568887dfc.256p.jpg,https://pcpartpicker.com/product/T47v6h/intel-core-i5-9400f-29-ghz-6-core-processor-bx80684i59400f,$94.99 ,Intel,BX80684I59400F,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,2.9 GHz,4.1 GHz,,,1.5 MB,9 MB,65 W,None,128 GB,No,Yes,Boxed,14 nm,Yes,No
Intel Core i7-6700K,//cdna.pcpartpicker.com/static/forever/images/product/614a9c530cce56d1fafbc5ba97920ab1.256p.jpg,https://pcpartpicker.com/product/tdmxFT/intel-cpu-bx80662i76700k,$180.00 ,Intel,BX80662I76700K,Intel Core i7,Skylake,Skylake-S,LGA1151,4,4 GHz,4.2 GHz,,,1 MB,8 MB,91 W,Intel HD Graphics 530,64 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 5 3600,//cdna.pcpartpicker.com/static/forever/images/product/1cde5220cfb0f1e964dec5e5a9f2531d.256p.jpg,https://pcpartpicker.com/product/9twypg/amd-ryzen-5-3600-36-ghz-6-core-processor-100-100000031sbx,,AMD,100-100000031SBX,AMD Ryzen 5,Zen 2,Matisse,AM4,6,3.6 GHz,4.2 GHz,,,3 MB,32 MB,65 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i9-13900KS,//cdna.pcpartpicker.com/static/forever/images/product/4129af6f0163dfd9dad75e57aae5a99d.256p.jpg,https://pcpartpicker.com/product/TNLFf7/intel-core-i9-13900ks-3-ghz-24-core-processor-bx8071513900ks,$589.99 ,Intel,BX8071513900KS,Intel Core i9,Raptor Lake,Raptor Lake,LGA1700,24,3 GHz,6 GHz,2.4 GHz,4.3 GHz,32 MB,36 MB,150 W,Intel UHD Graphics 770,192 GB,Yes,No,Boxed,10 nm,No,Yes: Hyper-Threading
Intel Core i7-13700F,//cdna.pcpartpicker.com/static/forever/images/product/e02f59843736d101374f75d18c244a30.256p.jpg,https://pcpartpicker.com/product/xz8bt6/intel-core-i7-13700f-21-ghz-16-core-processor-bx8071513700f,$349.98 ,Intel,BX8071513700F,Intel Core i7,Raptor Lake,Raptor Lake,LGA1700,16,2.1 GHz,5.2 GHz,1.5 GHz,4.1 GHz,24 MB,30 MB,65 W,None,192 GB,Yes,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
AMD Ryzen 7 3800X,//cdna.pcpartpicker.com/static/forever/images/product/23cd3adfd50037c1b44d6d53edb15248.256p.jpg,https://pcpartpicker.com/product/qryV3C/amd-ryzen-7-3800x-39-ghz-8-core-processor-100-100000025box,$285.00 ,AMD,"Ryzen 7 3800X, 100-100000025BOX",AMD Ryzen 7,Zen 2,Matisse,AM4,8,3.9 GHz,4.5 GHz,,,4 MB,32 MB,105 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i7-11700K,//cdna.pcpartpicker.com/static/forever/images/product/41358d31a00cc8fb673bfa7716ea9498.256p.jpg,https://pcpartpicker.com/product/VW3gXL/intel-core-i7-11700k-36-ghz-8-core-processor-bx8070811700k,$233.00 ,Intel,BX8070811700K,Intel Core i7,Rocket Lake,Rocket Lake-S,LGA1200,8,3.6 GHz,5 GHz,,,4 MB,16 MB,125 W,Intel UHD Graphics 750,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 5 3400G,//cdna.pcpartpicker.com/static/forever/images/product/43e2914b40ccb9ab7ce39eb656db3b44.256p.jpg,https://pcpartpicker.com/product/XP6qqs/amd-ryzen-5-3400g-37-ghz-quad-core-processor-ryzen-5-3400g,$110.99 ,AMD,"Ryzen 5 3400G, YD3400C5FHBOX",AMD Ryzen 5,Zen+,Picasso,AM4,4,3.7 GHz,4.2 GHz,,,2 MB,4 MB,65 W,Radeon Vega 11,64 GB,No,Yes,Boxed,12 nm,Yes,Yes
Intel Core i5-9600K,//cdna.pcpartpicker.com/static/forever/images/product/33f96aec821c5c10f4b1fd636a7d1881.256p.jpg,https://pcpartpicker.com/product/28qhP6/intel-core-i5-9600k-37ghz-6-core-processor-bx80684i59600k,$137.00 ,Intel,BX80684I59600K,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,3.7 GHz,4.6 GHz,,,1.5 MB,9 MB,95 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,No
Intel Core i9-11900K,//cdna.pcpartpicker.com/static/forever/images/product/eb8ef73f5460ac6ad82f634b2dcf793a.256p.jpg,https://pcpartpicker.com/product/mDcG3C/intel-core-i9-11900k-35-ghz-8-core-processor-bx8070811900k,$257.99 ,Intel,BX8070811900K,Intel Core i9,Rocket Lake,Rocket Lake-S,LGA1200,8,3.5 GHz,5.3 GHz,,,4 MB,16 MB,125 W,Intel UHD Graphics 750,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i5-10400,//cdna.pcpartpicker.com/static/forever/images/product/c18ee131d4d211b2ad40882e5b997371.256p.jpg,https://pcpartpicker.com/product/X8snTW/intel-core-i5-10400-29-ghz-6-core-processor-bx8070110400,$130.00 ,Intel,BX8070110400,Intel Core i5,Comet Lake,Comet Lake,LGA1200,6,2.9 GHz,4.3 GHz,,,1.5 MB,12 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-6500,https://m.media-amazon.com/images/I/51LGOgLV8TL.jpg,https://pcpartpicker.com/product/xwhj4D/intel-cpu-bx80662i56500,$67.00 ,Intel,BX80662I56500,Intel Core i5,Skylake,Skylake-S,LGA1151,4,3.2 GHz,3.6 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 530,64 GB,No,Yes,Boxed,14 nm,Yes,No
Intel Core i7-8700,//cdna.pcpartpicker.com/static/forever/images/product/f3ce94aa244dd18d676b1f63f20001cd.256p.jpg,https://pcpartpicker.com/product/C9hj4D/intel-core-i7-8700-32ghz-6-core-processor-bx80684i78700,$200.00 ,Intel,BX80684I78700,Intel Core i7,Coffee Lake,Coffee Lake,LGA1151,6,3.2 GHz,4.6 GHz,,,1.5 MB,12 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i9-10900K,//cdna.pcpartpicker.com/static/forever/images/product/b501d68b041d6f48bc11c402012d59cb.256p.jpg,https://pcpartpicker.com/product/cwFKHx/intel-core-i9-10900k-37-ghz-10-core-processor-bx8070110900k,$440.00 ,Intel,BX8070110900K,Intel Core i9,Comet Lake,Comet Lake,LGA1200,10,3.7 GHz,5.3 GHz,,,2.5 MB,20 MB,125 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Ryzen 3 3100,//cdna.pcpartpicker.com/static/forever/images/product/614673693f9281d17b521cbf52799c68.256p.jpg,https://pcpartpicker.com/product/ndwkcf/amd-ryzen-3-3100-36-ghz-quad-core-processor-100-100000284box,$170.00 ,AMD,100-100000284BOX,AMD Ryzen 3,Zen 2,Matisse,AM4,4,3.6 GHz,3.9 GHz,,,2 MB,16 MB,65 W,None,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i3-14100,//cdna.pcpartpicker.com/static/forever/images/product/6223ba14f014fd7676c220371025fb71.256p.jpg,https://pcpartpicker.com/product/qtBzK8/intel-core-i3-14100-35-ghz-quad-core-processor-bx8071514100,$149.00 ,Intel,BX8071514100,Intel Core i3,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,4,3.5 GHz,4.7 GHz,,,5 MB,12 MB,60 W,Intel UHD Graphics 730,192 GB,Yes,Yes,Boxed,10 nm,Yes,Yes: Hyper-Threading
Intel Core i5-8400,//cdna.pcpartpicker.com/static/forever/images/product/066a1b8f33dd5d26a14a4a76eb254032.256p.jpg,https://pcpartpicker.com/product/LHYWGX/intel-core-i5-8400-28ghz-6-core-processor-bx80684i58400,$128.04 ,Intel,BX80684I58400,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,2.8 GHz,4 GHz,,,1.5 MB,9 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,No
AMD Ryzen 5 5500GT,//cdna.pcpartpicker.com/static/forever/images/product/65f2a2e1999cd06b510b8ee145a2c14f.256p.jpg,https://pcpartpicker.com/product/VcvD4D/amd-ryzen-5-5500gt-36-ghz-6-core-processor-100-100001489box,$115.00 ,AMD,100-100001489BOX,AMD Ryzen 5,Zen 3,Cezanne,AM4,6,3.6 GHz,4.4 GHz,,,3 MB,16 MB,65 W,Radeon Vega 7,128 GB,No,Yes,Boxed,7 nm,Yes,Yes
Intel Core i3-10305,//cdna.pcpartpicker.com/static/forever/images/product/f4e07d2c312edb86a1afe494ed5cd645.256p.jpg,https://pcpartpicker.com/product/HnLFf7/intel-core-i3-10305-38-ghz-quad-core-processor-bx8070110305,$169.99 ,Intel,BX8070110305,Intel Core i3,Comet Lake,Comet Lake,LGA1200,4,3.8 GHz,4.5 GHz,,,1 MB,8 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Athlon II X4 620,/static/forever/img/no-image.png,https://pcpartpicker.com/product/JFkD4D/amd-cpu-adx620wfk42gi,$59.49 ,AMD,ADX620WFK42GI,AMD Athlon II X4,K10,Propus,AM3,4,2.6 GHz,,,,2 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium G620,https://images-na.ssl-images-amazon.com/images/I/418bChWX5VL.jpg,https://pcpartpicker.com/product/qyn2FT/intel-cpu-bx80623g620,,Intel,BX80623G620,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,2.6 GHz,,,,0.5 MB,3 MB,65 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,No
Intel Xeon E3-1220 V2,https://m.media-amazon.com/images/I/51CiV9l89cL.jpg,https://pcpartpicker.com/product/6gGkcf/intel-cpu-bx80637e31220v2,,Intel,BX80637E31220V2,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,3.1 GHz,,,,1 MB,8 MB,69 W,None,,Yes,Yes,Boxed,22 nm,Yes,No
AMD FX-4130,https://images-na.ssl-images-amazon.com/images/I/51DkEIGpOgL.jpg,https://pcpartpicker.com/product/6bbp99/amd-cpu-fd4130frgubox,,AMD,FD4130FRGUBOX,AMD FX,Bulldozer,Zambezi,AM3+,4,3.8 GHz,,,,4 MB,4 MB,125 W,None,,No,Yes,Boxed,32 nm,Yes,No
Intel Xeon E3-1265L V3,//cdna.pcpartpicker.com/static/forever/images/product/94cc664d82a261d747453c29da5a9130.256p.jpg,https://pcpartpicker.com/product/wvLypg/intel-cpu-cm8064601467406,$398.95 ,Intel,CM8064601467406,Intel Xeon E3,Haswell,Haswell,LGA1150,4,2.5 GHz,3.7 GHz,,,1 MB,8 MB,45 W,Intel HD Graphics,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Core i3-7300,https://m.media-amazon.com/images/I/41L0lqyTYkL.jpg,https://pcpartpicker.com/product/XQM323/intel-core-i3-7300-40ghz-dual-core-processor-bx80677i37300,,Intel,BX80677I37300,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,4 GHz,,,,0.5 MB,4 MB,51 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Xeon E5-2650L V4,/static/forever/img/no-image.png,https://pcpartpicker.com/product/MLs8TW/intel-xeon-e5-2650l-v4-17ghz-14-core-oemtray-processor-cm8066002033006,,Intel,CM8066002033006,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,14,1.7 GHz,2.5 GHz,,,3.5 MB,35 MB,65 W,None,1536 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i5-8600T,//cdna.pcpartpicker.com/static/forever/images/product/67d6c57eae5170d56282ab69bf97d70b.256p.jpg,https://pcpartpicker.com/product/8Lw7YJ/intel-core-i5-8600t-23ghz-6-core-oemtray-processor-cm8068403358708,,Intel,CM8068403358708,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,2.3 GHz,3.7 GHz,,,1.5 MB,9 MB,35 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Core i3-9350K,//cdna.pcpartpicker.com/static/forever/images/product/f50b7e267212207b24b39b85ec8e5b47.256p.jpg,https://pcpartpicker.com/product/FgXYcf/intel-core-i3-9350k-4-ghz-quad-core-processor-bx80684i39350k,,Intel,BX80684I39350K,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,4,4 GHz,4.6 GHz,,,1 MB,8 MB,91 W,Intel HD Graphics 630,64 GB,Yes,No,Boxed,14 nm,No,No
Intel Core i5-9600T,//cdna.pcpartpicker.com/static/forever/images/product/f4137a480bf61e69b6d83e150a0afb01.256p.jpg,https://pcpartpicker.com/product/k9TzK8/intel-core-i5-9600t-23-ghz-6-core-oemtray-processor-cm8068403358709,,Intel,CM8068403358709,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,2.3 GHz,3.9 GHz,,,1.5 MB,9 MB,35 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Core i3-2120T,https://m.media-amazon.com/images/I/51O3T1mHxtL.jpg,https://pcpartpicker.com/product/pYjG3C/intel-cpu-bx80623i32120t,$60.00 ,Intel,BX80623I32120T,Intel Core i3,Sandy Bridge,Sandy Bridge,LGA1155,2,2.6 GHz,,,,0.5 MB,3 MB,35 W,Intel HD Graphics 2000,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Xeon E-2176G,//cdna.pcpartpicker.com/static/forever/images/product/16c5639a1b2ee40e36e80bfb3a2035a6.256p.jpg,https://pcpartpicker.com/product/DYF48d/intel-xeon-e-2176g-37-thz-6-core-oemtray-processor-cm8068403380018,$844.02 ,Intel,CM8068403380018,Intel Xeon E,Coffee Lake,Coffee Lake,LGA1151,6,3.7 GHz,4.7 GHz,,,1.5 MB,12 MB,80 W,Intel HD Graphics P630,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i7-940,https://m.media-amazon.com/images/I/51fCPyaVymL.jpg,https://pcpartpicker.com/product/Qr8Zxr/intel-cpu-bx80601940,$149.94 ,Intel,BX80601940,Intel Core i7,Nehalem,Bloomfield,LGA1366,4,2.93 GHz,,,,1 MB,8 MB,130 W,None,,No,Yes,Boxed,45 nm,Yes,Yes: Hyper-Threading
AMD A10-6700,https://m.media-amazon.com/images/I/51K3vDvNiHL.jpg,https://pcpartpicker.com/product/4b7wrH/amd-cpu-ad6700okhlbox,$112.76 ,AMD,AD6700OKHLBOX,AMD A10,Piledriver,Richland,FM2,4,3.7 GHz,,,,2 MB,0 MB,65 W,Radeon HD 8670D,,No,Yes,Boxed,32 nm,Yes,No
AMD FX-9370,https://m.media-amazon.com/images/I/51YeSV5-byL.jpg,https://pcpartpicker.com/product/gkV48d/amd-cpu-fd9370fhhkwox,,AMD,FD9370FHHKWOX,AMD FX,Piledriver,Vishera,AM3+,8,4.4 GHz,4.7 GHz,,,8 MB,8 MB,220 W,None,,No,Yes,Boxed,32 nm,Yes,No
Intel Xeon E5-4650,https://images-na.ssl-images-amazon.com/images/I/51RJN9DPC5L.jpg,https://pcpartpicker.com/product/w2JwrH/intel-cpu-bx80621e54650,,Intel,BX80621E54650,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,2.7 GHz,3.3 GHz,,,2 MB,20 MB,130 W,None,,Yes,No,Boxed,32 nm,No,Yes: Hyper-Threading
Intel Xeon E5-2643 V4,https://m.media-amazon.com/images/I/51u2F5EpIpL.jpg,https://pcpartpicker.com/product/hVwqqs/intel-xeon-e5-2643-v4-34ghz-6-core-oemtray-processor-cm8066002041500,$479.00 ,Intel,CM8066002041500,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,6,3.4 GHz,3.7 GHz,,,1.383 MB,20 MB,135 W,None,1536 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Xeon E-2278G,//cdna.pcpartpicker.com/static/forever/images/product/ecfb3f0796c1b19602849d9e4e622552.256p.jpg,https://pcpartpicker.com/product/CbLwrH/intel-xeon-e-2278g-34-thz-8-core-oemtray-processor-cm8068404225303,,Intel,CM8068404225303,Intel Xeon E,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,3.4 GHz,5 GHz,,,2 MB,16 MB,80 W,Intel HD Graphics P630,128 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core 2 Duo E6750,//cdna.pcpartpicker.com/static/forever/images/product/0354bc5818ac58069358e5324d7b4cc1.256p.jpg,https://pcpartpicker.com/product/fwbp99/intel-cpu-hh80557pj0674mg,$89.95 ,Intel,HH80557PJ0674MG,Intel Core 2 Duo,Core,Conroe,LGA775,2,2.66 GHz,,,,4 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core i7-930,//cdna.pcpartpicker.com/static/forever/images/product/e3558f634d35b516a162c2ca1c28ac1f.med.256p.jpg,https://pcpartpicker.com/product/gGFPxr/intel-cpu-at80601000897aa,,Intel,AT80601000897AA,Intel Core i7,Nehalem,Bloomfield,LGA1366,4,2.8 GHz,,,,1 MB,8 MB,130 W,None,,No,No,OEM/Tray,45 nm,No,Yes: Hyper-Threading
Intel Core i7-970,https://images-na.ssl-images-amazon.com/images/I/51QNLUWfAhL.jpg,https://pcpartpicker.com/product/9psKHx/intel-cpu-bx80613i7970,,Intel,BX80613I7970,Intel Core i7,Westmere,Gulftown,LGA1366,6,3.2 GHz,,,,1.5 MB,12 MB,130 W,None,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
AMD Phenom II X4 980 Black,https://m.media-amazon.com/images/I/51LNfycCGIL.jpg,https://pcpartpicker.com/product/2MW9TW/amd-cpu-hdz980fbgmbox,,AMD,HDZ980FBGMBOX,AMD Phenom II X4,K10,Deneb,AM3,4,3.7 GHz,,,,2 MB,6.047 MB,125 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD A8-3850,https://images-na.ssl-images-amazon.com/images/I/41H5TmTuwtL.jpg,https://pcpartpicker.com/product/fzV48d/amd-cpu-ad3850wngxbox,,AMD,AD3850WNGXBOX,AMD A8,Lynx,Llano,FM1,4,2.9 GHz,,,,4 MB,0 MB,100 W,Radeon HD 6550D,,No,Yes,Boxed,32 nm,Yes,No
AMD Phenom II X6 1045T,https://images-na.ssl-images-amazon.com/images/I/51KwnH%2BBduL.jpg,https://pcpartpicker.com/product/VHH323/amd-cpu-hdt45twfgrbox,,AMD,HDT45TWFGRBOX,AMD Phenom II X6,K10,Thuban,AM3,6,2.7 GHz,,,,3 MB,6 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Xeon E5-2690,https://images-na.ssl-images-amazon.com/images/I/51j%2BGeVD5YL.jpg,https://pcpartpicker.com/product/FnxfrH/intel-cpu-bx80621e52690,,Intel,BX80621E52690,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,2.9 GHz,3.8 GHz,,,2 MB,20 MB,135 W,None,,Yes,No,Boxed,32 nm,No,Yes: Hyper-Threading
Intel Xeon E5-2670,https://images-na.ssl-images-amazon.com/images/I/51BD2th0X1L.jpg,https://pcpartpicker.com/product/gd3RsY/intel-cpu-cm8062101082713,,Intel,CM8062101082713,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,2.6 GHz,3.3 GHz,,,2 MB,20 MB,115 W,None,,Yes,No,OEM/Tray,32 nm,No,Yes: Hyper-Threading
Intel Core i7-6850K,//cdna.pcpartpicker.com/static/forever/images/product/500b6246775d202854481457b5fffa8b.256p.jpg,https://pcpartpicker.com/product/YyKhP6/intel-cpu-cm8067102056100,,Intel,CM8067102056100,Intel Core i7,Broadwell,Broadwell-E,LGA2011-3,6,3.6 GHz,3.8 GHz,,,1.5 MB,15 MB,140 W,None,,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Xeon E5-2470V2,//cdna.pcpartpicker.com/static/forever/images/product/bb81f0415a7b561ba807b31df6651e53.256p.jpg,https://pcpartpicker.com/product/F7PzK8/intel-xeon-e5-2470v2-24ghz-10-core-processor-bx80634e52470v2,$229.95 ,Intel,BX80634E52470V2,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EN,LGA1356,10,2.4 GHz,3.2 GHz,,,2.5 MB,25 MB,95 W,None,384 GB,Yes,No,Boxed,22 nm,No,Yes: Hyper-Threading
Intel Core i3-8350K,https://images-eu.ssl-images-amazon.com/images/I/51rVnr94h7L.jpg,https://pcpartpicker.com/product/42gPxr/intel-core-i3-8350k-40ghz-quad-core-oemtray-processor-cm8068403376809,,Intel,CM8068403376809,Intel Core i3,Coffee Lake,Coffee Lake,LGA1151,4,4 GHz,,,,1 MB,8 MB,91 W,Intel UHD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,No
Intel Xeon E-2276G,//cdna.pcpartpicker.com/static/forever/images/product/d487244031c8650aa28b1bd94389f83e.256p.jpg,https://pcpartpicker.com/product/w6Dkcf/intel-xeon-e-2276g-38-thz-6-core-oemtray-processor-cm8068404227703,,Intel,CM8068404227703,Intel Xeon E,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,3.8 GHz,4.9 GHz,,,1.5 MB,12 MB,80 W,Intel HD Graphics P630,128 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i5-4690,/static/forever/img/no-image.png,https://pcpartpicker.com/product/xNNypg/intel-cpu-cm8064601560516,,Intel,CM8064601560516,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA1150,4,3.5 GHz,3.9 GHz,,,1 MB,6 MB,84 W,Intel HD Graphics 4600,,No,No,OEM/Tray,22 nm,No,No
